Tileset,MetatileID,HexID,BehaviorID,BehaviorName,Terrain,Flags,RawHex
secondary/battle_dome,183,0x00B7,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,184,0x00B8,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,185,0x00B9,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,186,0x00BA,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,187,0x00BB,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,188,0x00BC,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,189,0x00BD,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,190,0x00BE,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,191,0x00BF,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,192,0x00C0,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,193,0x00C1,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,194,0x00C2,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,195,0x00C3,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,196,0x00C4,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,197,0x00C5,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,198,0x00C6,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,199,0x00C7,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,200,0x00C8,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,201,0x00C9,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,202,0x00CA,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,203,0x00CB,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,204,0x00CC,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,205,0x00CD,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,206,0x00CE,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,207,0x00CF,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,208,0x00D0,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,209,0x00D1,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,210,0x00D2,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,211,0x00D3,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,212,0x00D4,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,213,0x00D5,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,214,0x00D6,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,215,0x00D7,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,216,0x00D8,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,217,0x00D9,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,218,0x00DA,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,219,0x00DB,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,220,0x00DC,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,221,0x00DD,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,222,0x00DE,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,223,0x00DF,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,224,0x00E0,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,225,0x00E1,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,226,0x00E2,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,227,0x00E3,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,228,0x00E4,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,229,0x00E5,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,230,0x00E6,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,231,0x00E7,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,232,0x00E8,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,233,0x00E9,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,234,0x00EA,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,235,0x00EB,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,236,0x00EC,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,237,0x00ED,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,238,0x00EE,0,MB_NORMAL,0,1,0x2000
secondary/battle_dome,239,0x00EF,0,MB_NORMAL,0,1,0x2000
secondary/battle_dome,240,0x00F0,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,241,0x00F1,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,242,0x00F2,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,243,0x00F3,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,244,0x00F4,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,245,0x00F5,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,246,0x00F6,0,MB_NORMAL,0,1,0x2000
secondary/battle_dome,247,0x00F7,0,MB_NORMAL,0,1,0x2000
secondary/battle_dome,248,0x00F8,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,249,0x00F9,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,250,0x00FA,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,251,0x00FB,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,252,0x00FC,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,253,0x00FD,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,254,0x00FE,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,255,0x00FF,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,256,0x0100,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,257,0x0101,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,258,0x0102,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,259,0x0103,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,260,0x0104,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,261,0x0105,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,262,0x0106,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,263,0x0107,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,264,0x0108,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,265,0x0109,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,266,0x010A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,267,0x010B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,268,0x010C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,269,0x010D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,270,0x010E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,271,0x010F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,272,0x0110,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,273,0x0111,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,274,0x0112,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,275,0x0113,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,276,0x0114,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,277,0x0115,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,278,0x0116,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,279,0x0117,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,280,0x0118,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,281,0x0119,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,282,0x011A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,283,0x011B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,284,0x011C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,285,0x011D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,286,0x011E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,287,0x011F,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,288,0x0120,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,289,0x0121,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,290,0x0122,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,291,0x0123,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,292,0x0124,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,293,0x0125,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,294,0x0126,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,295,0x0127,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,296,0x0128,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,297,0x0129,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,298,0x012A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,299,0x012B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,300,0x012C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,301,0x012D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,302,0x012E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,303,0x012F,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,304,0x0130,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,305,0x0131,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,306,0x0132,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,307,0x0133,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,308,0x0134,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,309,0x0135,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,310,0x0136,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,311,0x0137,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,312,0x0138,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,313,0x0139,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,314,0x013A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,315,0x013B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,316,0x013C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,317,0x013D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,318,0x013E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,319,0x013F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,320,0x0140,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,321,0x0141,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,322,0x0142,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,323,0x0143,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,324,0x0144,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,325,0x0145,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,326,0x0146,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,327,0x0147,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,328,0x0148,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,329,0x0149,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,330,0x014A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,331,0x014B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,332,0x014C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,333,0x014D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,334,0x014E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,335,0x014F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,336,0x0150,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,337,0x0151,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,338,0x0152,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,339,0x0153,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,340,0x0154,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,341,0x0155,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,342,0x0156,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,343,0x0157,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,344,0x0158,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,345,0x0159,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,346,0x015A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,347,0x015B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,348,0x015C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,349,0x015D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,350,0x015E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,351,0x015F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,352,0x0160,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,353,0x0161,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,354,0x0162,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,355,0x0163,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,356,0x0164,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,357,0x0165,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,358,0x0166,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,359,0x0167,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,360,0x0168,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,361,0x0169,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,362,0x016A,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,363,0x016B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,364,0x016C,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,365,0x016D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,366,0x016E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,367,0x016F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,368,0x0170,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,369,0x0171,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,370,0x0172,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,371,0x0173,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,372,0x0174,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,373,0x0175,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,374,0x0176,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,375,0x0177,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,376,0x0178,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,377,0x0179,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,378,0x017A,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,379,0x017B,131,MB_PC,16,0,0x1083
secondary/battle_dome,380,0x017C,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,381,0x017D,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,382,0x017E,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,383,0x017F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,384,0x0180,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,385,0x0181,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,386,0x0182,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,387,0x0183,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,388,0x0184,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,389,0x0185,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,390,0x0186,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,391,0x0187,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,392,0x0188,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,393,0x0189,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,394,0x018A,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,395,0x018B,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,396,0x018C,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,397,0x018D,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,398,0x018E,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,399,0x018F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,400,0x0190,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,401,0x0191,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,402,0x0192,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,403,0x0193,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,404,0x0194,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,405,0x0195,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,406,0x0196,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,407,0x0197,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,408,0x0198,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,409,0x0199,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,410,0x019A,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,411,0x019B,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,412,0x019C,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,413,0x019D,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,414,0x019E,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,415,0x019F,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,416,0x01A0,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,417,0x01A1,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,418,0x01A2,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,419,0x01A3,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,420,0x01A4,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,421,0x01A5,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,422,0x01A6,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,423,0x01A7,0,MB_NORMAL,0,0,0x0000
secondary/battle_dome,424,0x01A8,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,425,0x01A9,0,MB_NORMAL,16,0,0x1000
secondary/battle_dome,426,0x01AA,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,0,0x0000,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,1,0x0001,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,2,0x0002,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,3,0x0003,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,4,0x0004,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,5,0x0005,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,6,0x0006,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,7,0x0007,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,8,0x0008,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,9,0x0009,101,MB_SOUTH_ARROW_WARP,0,0,0x0065
secondary/battle_factory,10,0x000A,101,MB_SOUTH_ARROW_WARP,0,0,0x0065
secondary/battle_factory,11,0x000B,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,12,0x000C,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,13,0x000D,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,14,0x000E,105,MB_ANIMATED_DOOR,0,0,0x0069
secondary/battle_factory,15,0x000F,96,MB_NON_ANIMATED_DOOR,0,0,0x0060
secondary/battle_factory,16,0x0010,128,MB_COUNTER,16,0,0x1080
secondary/battle_factory,17,0x0011,128,MB_COUNTER,16,0,0x1080
secondary/battle_factory,18,0x0012,128,MB_COUNTER,16,0,0x1080
secondary/battle_factory,19,0x0013,128,MB_COUNTER,16,0,0x1080
secondary/battle_factory,20,0x0014,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,21,0x0015,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,22,0x0016,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,23,0x0017,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,24,0x0018,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,25,0x0019,128,MB_COUNTER,16,0,0x1080
secondary/battle_factory,26,0x001A,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,27,0x001B,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,28,0x001C,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,29,0x001D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,30,0x001E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,31,0x001F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,32,0x0020,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,33,0x0021,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,34,0x0022,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,35,0x0023,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,36,0x0024,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,37,0x0025,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,38,0x0026,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,39,0x0027,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,40,0x0028,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,41,0x0029,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,42,0x002A,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,43,0x002B,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,44,0x002C,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,45,0x002D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,46,0x002E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,47,0x002F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,48,0x0030,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,49,0x0031,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,50,0x0032,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,51,0x0033,105,MB_ANIMATED_DOOR,0,0,0x0069
secondary/battle_factory,52,0x0034,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,53,0x0035,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,54,0x0036,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,55,0x0037,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,56,0x0038,48,MB_IMPASSABLE_EAST,16,0,0x1030
secondary/battle_factory,57,0x0039,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,58,0x003A,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,59,0x003B,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,60,0x003C,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,61,0x003D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,62,0x003E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,63,0x003F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,64,0x0040,48,MB_IMPASSABLE_EAST,16,0,0x1030
secondary/battle_factory,65,0x0041,131,MB_PC,16,0,0x1083
secondary/battle_factory,66,0x0042,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,67,0x0043,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,68,0x0044,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,69,0x0045,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,70,0x0046,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,71,0x0047,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,72,0x0048,48,MB_IMPASSABLE_EAST,16,0,0x1030
secondary/battle_factory,73,0x0049,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,74,0x004A,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,75,0x004B,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,76,0x004C,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,77,0x004D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,78,0x004E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,79,0x004F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,80,0x0050,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,81,0x0051,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,82,0x0052,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,83,0x0053,0,MB_NORMAL,16,0,0x1000
secondary/battle_factory,84,0x0054,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,85,0x0055,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,86,0x0056,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,87,0x0057,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,88,0x0058,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,89,0x0059,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,90,0x005A,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,91,0x005B,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,92,0x005C,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,93,0x005D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,94,0x005E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,95,0x005F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,96,0x0060,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,97,0x0061,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,98,0x0062,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,99,0x0063,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,100,0x0064,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,101,0x0065,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,102,0x0066,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,103,0x0067,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,104,0x0068,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,105,0x0069,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,106,0x006A,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,107,0x006B,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,108,0x006C,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,109,0x006D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,110,0x006E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,111,0x006F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,112,0x0070,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,113,0x0071,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,114,0x0072,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,115,0x0073,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,116,0x0074,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,117,0x0075,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,118,0x0076,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,119,0x0077,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,120,0x0078,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,121,0x0079,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,122,0x007A,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,123,0x007B,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,124,0x007C,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,125,0x007D,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,126,0x007E,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,127,0x007F,0,MB_NORMAL,0,0,0x0000
secondary/battle_factory,128,0x0080,0,MB_NORMAL,0,0,0x0000
